step_index,solve_time_s
0,0.252749315
1,0.019535026
2,0.018327738
3,0.019690189
4,0.018543022
5,0.018363151
6,0.018056493
7,0.020095926
8,0.018600991
9,0.019106701
10,0.019303315
11,0.019229631
12,0.018409321
13,0.018893721
14,0.018189379
15,0.018732993
16,0.018216416
17,0.019076106
18,0.018160900
19,0.018632781
20,0.017924407
21,0.018992836
22,0.017781795
23,0.019295043
24,0.018282830
25,0.018850014
26,0.018223478
27,0.019032732
28,0.018628419
29,0.019343789
30,0.018596441
31,0.018600946
32,0.018496845
33,0.018881024
34,0.019169492
35,0.019863303
36,0.018399030
37,0.018913688
38,0.017665187
39,0.019154108
40,0.017810413
41,0.019050377
42,0.018678636
43,0.018839803
44,0.018235641
45,0.018612092
46,0.019826734
47,0.018997620
48,0.018067098
49,0.019328491
50,0.018087740
51,0.019111019
52,0.018069505
53,0.020065155
54,0.018600409
55,0.018926978
56,0.019820126
57,0.019751588
58,0.019196406
59,0.019601056
60,0.018658606
61,0.019281371
62,0.018532462
63,0.019100441
64,0.018486458
65,0.019351126
66,0.018413468
67,0.018751744
68,0.018424047
69,0.019598884
70,0.019028784
71,0.018964595
72,0.017430381
73,0.018795900
74,0.018474757
75,0.019429527
76,0.018048278
77,0.019030893
78,0.017852329
79,0.019417658
80,0.018608905
81,0.019495406
82,0.017678255
83,0.020675104
84,0.020892796
85,0.018964964
86,0.018061593
87,0.018493785
88,0.017182235
89,0.018976686
90,0.018555438
91,0.018897544
92,0.018690539
93,0.019499588
94,0.017765983
95,0.018827495
96,0.017718905
97,0.020079793
98,0.017846246
99,0.018886953
100,0.017797128
101,0.018589496
102,0.017650733
103,0.018913872
104,0.018631508
105,0.019282236
106,0.018680343
107,0.018967420
108,0.017794999
109,0.019277242
110,0.017787402
111,0.018833725
112,0.018415425
113,0.018738299
114,0.019444019
115,0.019497522
116,0.018157741
117,0.018234013
118,0.018142868
119,0.019212223
120,0.018121470
121,0.018441452
122,0.018748049
123,0.020204570
124,0.017519345
125,0.019421970
126,0.017882692
127,0.018412225
128,0.017825944
129,0.018110968
130,0.018317774
131,0.018236868
132,0.018183679
133,0.018449109
134,0.017458629
135,0.018871343
136,0.018363974
137,0.018497847
138,0.018120563
139,0.018095608
140,0.017657286
141,0.017954167
142,0.017906631
143,0.018508111
144,0.017495884
145,0.018810819
146,0.018580936
147,0.018895356
148,0.017242832
149,0.019308794
150,0.018514869
151,0.019412257
152,0.017365825
153,0.018295174
154,0.017717204
155,0.018719668
156,0.017928532
157,0.018612991
158,0.017837487
159,0.018608109
160,0.017293273
161,0.018220327
162,0.018134363
163,0.018533012
164,0.016980034
165,0.017822192
166,0.017385026
167,0.019365547
168,0.017728836
169,0.018259805
170,0.018173845
171,0.018517017
172,0.017303198
173,0.018549044
174,0.017451514
175,0.019727365
176,0.017634983
177,0.019445594
178,0.018296556
179,0.018272045
180,0.017425613
181,0.018658795
182,0.018125297
183,0.019408805
184,0.018725435
185,0.018642786
186,0.017939877
187,0.018078774
188,0.018533034
189,0.018697432
190,0.018305840
191,0.018537748
192,0.018570079
193,0.020076914
194,0.018002202
195,0.018329941
196,0.017836266
197,0.019244206
198,0.018373925
199,0.018493676
200,0.017829412
201,0.018778078
202,0.018202161
203,0.019008285
204,0.018485959
205,0.018699573
206,0.017520877
207,0.018710350
208,0.017689105
209,0.018978943
210,0.018044297
211,0.018441590
212,0.017346741
213,0.019209906
214,0.017301218
215,0.018206977
216,0.017703483
217,0.018067247
218,0.018675518
219,0.018100041
220,0.017897367
221,0.018723211
222,0.018231697
223,0.019542101
224,0.017573295
225,0.018099308
226,0.017420068
227,0.019236563
228,0.017813137
229,0.018418513
230,0.018060699
231,0.019215354
232,0.019370290
233,0.022040651
234,0.019194640
235,0.020056650
236,0.019204158
237,0.033172652
238,0.023104461
239,0.022456450
240,0.018974093
241,0.019698655
242,0.018742570
243,0.019726780
244,0.018658359
245,0.019827094
246,0.018522815
247,0.020149064
248,0.019292383
249,0.020804094
250,0.019790488
251,0.020386074
252,0.020120468
